id,age,gender,course,year,parent_education,weather,study_hours,sleep_hours,travel_time_minutes,attendance,absence_reason
15183,24,female,bca,1st year,phd,cloudy,5.2,6.07,63,1,none
15184,24,male,diploma,2nd year,no formal,sunny,3.97,5.74,26,1,none
15185,23,male,b.com,2nd year,phd,rainy,3.89,5.65,34,0,no reason
15186,17,female,b.tech,4th year,high school,cold,3.26,9.68,19,1,none
15187,23,female,pharmacy,4th year,post graduate,cold,2.92,7.01,80,1,none
15190,24,male,b.com,4th year,graduate,sunny,5.14,8.39,79,1,none
15191,24,female,b.com,4th year,post graduate,rainy,0.96,8.69,21,1,none
15193,19,male,ba,4th year,graduate,sunny,1.73,8.3,26,0,festival
15196,21,male,b.com,2nd year,no formal,hot,1.39,6.25,69,1,none
15197,20,male,ba,2nd year,phd,rainy,0.76,4.13,82,0,no reason
15199,21,female,pharmacy,2nd year,no formal,cold,5.36,6.6,15,1,none
15201,24,female,b.sc,2nd year,graduate,cold,3.82,6.85,74,0,festival
15202,17,female,ba,2nd year,graduate,cloudy,3.27,8.67,9,1,none
15203,24,male,diploma,1st year,high school,cloudy,0.43,7.44,20,0,festival
15204,17,male,b.tech,3rd year,no formal,cloudy,4.14,9.58,88,1,none
15205,21,male,bca,1st year,post graduate,hot,4.08,4.47,29,1,none
15206,20,male,diploma,2nd year,high school,cloudy,5.42,4.93,27,1,none
15207,21,male,ba,1st year,post graduate,rainy,3.29,4.76,37,1,none
15209,24,male,diploma,3rd year,high school,rainy,5.31,5.17,24,1,none
15210,17,female,bca,3rd year,graduate,sunny,0.26,6.2,62,1,none
15211,24,female,b.tech,1st year,post graduate,cold,1.2,6.58,52,1,none
15212,22,male,bca,3rd year,graduate,hot,2.16,4.41,38,0,personal work
15214,18,female,diploma,2nd year,graduate,hot,3.0,4.69,71,0,personal work
15215,17,male,b.com,3rd year,no formal,rainy,4.36,7.83,15,1,none
15216,20,male,pharmacy,1st year,post graduate,sunny,1.82,6.36,21,0,sick
15218,23,female,pharmacy,1st year,graduate,rainy,5.3,4.58,84,1,none
15219,24,female,b.tech,2nd year,no formal,hot,5.64,5.23,25,0,project work
15220,20,female,diploma,1st year,no formal,cold,1.34,7.7,53,1,none
15221,23,male,ba,1st year,phd,rainy,4.43,8.77,10,0,sick
15222,17,male,b.sc,3rd year,no formal,sunny,4.08,8.71,16,1,none
15223,22,female,b.sc,1st year,phd,cloudy,5.63,5.23,41,0,no reason
15224,17,female,b.tech,2nd year,no formal,cloudy,3.84,6.4,64,1,none
15225,22,male,b.sc,1st year,no formal,rainy,3.13,7.87,36,0,project work
15226,20,female,ba,4th year,high school,cloudy,2.54,8.93,8,1,none
15227,20,female,b.sc,1st year,high school,rainy,4.87,5.41,41,1,none
15228,19,male,pharmacy,2nd year,high school,hot,1.23,9.81,61,0,festival
15229,20,female,nursing,2nd year,no formal,hot,4.59,5.01,29,1,none
15230,23,male,bba,3rd year,no formal,cloudy,4.2,4.35,58,0,no reason
15231,23,female,b.tech,1st year,post graduate,cold,5.1,5.91,22,0,project work
15232,19,male,pharmacy,4th year,phd,rainy,0.97,6.46,48,0,no reason
15234,21,female,b.sc,1st year,post graduate,cloudy,4.78,8.91,16,1,none
15235,22,male,b.tech,3rd year,graduate,sunny,2.14,4.69,37,0,travel
15238,24,male,bca,4th year,high school,cold,4.55,9.78,19,1,none
15239,23,male,ba,2nd year,post graduate,rainy,2.84,7.37,64,0,project work
15240,21,male,nursing,4th year,post graduate,hot,0.51,5.46,15,1,none
15241,19,male,ba,4th year,post graduate,hot,2.51,6.69,57,1,none
15243,22,male,bba,4th year,graduate,hot,2.59,5.37,44,0,personal work
15244,20,female,pharmacy,1st year,phd,rainy,4.26,8.47,58,0,sick
15246,22,female,diploma,1st year,phd,rainy,2.53,5.34,25,0,no reason
15248,24,male,bba,3rd year,high school,rainy,4.73,8.82,28,0,sick
15250,19,male,ba,2nd year,high school,cloudy,5.9,5.03,15,1,none
15252,18,female,b.tech,1st year,no formal,rainy,2.77,9.24,68,1,none
15253,24,female,b.sc,3rd year,no formal,rainy,2.3,6.15,69,0,travel
15256,24,male,pharmacy,4th year,phd,cold,5.9,9.74,71,1,none
15258,20,male,bca,1st year,post graduate,cold,2.13,8.72,43,0,personal work
15261,21,female,b.com,4th year,post graduate,rainy,1.82,8.65,70,1,none
15264,24,female,b.sc,2nd year,high school,cold,4.88,5.77,25,1,none
15265,24,male,bca,3rd year,high school,cloudy,4.58,8.14,34,0,sick
15266,22,female,diploma,4th year,no formal,cold,2.44,9.14,50,1,none
15268,19,male,nursing,1st year,graduate,rainy,2.0,4.25,7,1,none
15270,22,male,pharmacy,1st year,no formal,hot,1.52,8.07,73,0,personal work
15271,17,female,pharmacy,2nd year,high school,sunny,1.29,6.64,47,0,no reason
15272,22,female,bba,2nd year,high school,cloudy,0.76,9.21,60,0,none
15273,20,male,b.sc,4th year,graduate,sunny,3.46,8.55,12,1,none
15274,23,female,diploma,3rd year,high school,cloudy,3.82,4.2,27,1,none
15275,24,male,b.sc,1st year,graduate,cloudy,4.48,5.65,20,1,none
15276,21,female,ba,2nd year,phd,cloudy,0.72,5.93,32,0,project work
15278,20,male,nursing,3rd year,phd,hot,3.93,6.75,49,1,none
15282,22,male,b.tech,4th year,graduate,hot,0.72,8.71,68,1,none
15284,17,male,nursing,3rd year,no formal,rainy,4.71,9.59,79,0,travel
15285,19,female,bba,3rd year,phd,cloudy,1.69,4.24,23,0,personal work
15286,21,male,bba,4th year,post graduate,sunny,4.71,8.13,80,1,none
15289,22,male,nursing,4th year,no formal,cloudy,3.08,8.73,52,1,none
15290,17,female,bba,1st year,graduate,sunny,1.31,8.82,48,1,none
15291,19,male,diploma,2nd year,post graduate,rainy,0.41,7.96,82,0,no reason
15292,20,female,b.sc,2nd year,no formal,cold,3.87,6.77,27,0,no reason
15293,17,female,bca,3rd year,phd,hot,2.57,6.02,15,0,project work
15295,20,male,bba,4th year,no formal,cloudy,3.58,6.75,5,0,none
15296,24,male,bba,1st year,graduate,cloudy,2.55,8.21,60,1,none
15297,19,female,pharmacy,3rd year,post graduate,rainy,2.36,4.06,78,0,project work
15300,22,male,ba,1st year,no formal,cloudy,1.92,7.88,19,1,none
15301,23,male,ba,2nd year,no formal,hot,5.93,6.23,56,1,none
15304,20,female,bca,1st year,no formal,cloudy,3.24,6.76,45,0,festival
15305,21,male,bca,3rd year,post graduate,hot,1.71,6.52,50,0,project work
15306,24,male,b.com,4th year,phd,sunny,3.2,5.28,23,1,none
15308,20,male,bca,1st year,no formal,rainy,0.19,9.48,25,0,travel
15309,18,male,diploma,1st year,no formal,rainy,3.59,4.38,78,1,none
15310,18,female,b.com,1st year,post graduate,hot,1.56,9.94,76,1,none
15313,23,female,ba,2nd year,no formal,sunny,2.81,4.33,20,0,festival
15314,24,female,b.com,4th year,graduate,rainy,5.27,6.37,37,1,none
15315,23,female,b.sc,1st year,high school,rainy,1.93,9.94,36,0,sick
15316,18,male,bba,4th year,phd,hot,0.96,8.21,26,0,sick
15317,18,male,nursing,4th year,post graduate,cold,5.2,7.78,71,0,sick
15318,20,male,b.tech,4th year,graduate,hot,0.24,9.59,52,0,personal work
15319,21,male,bca,3rd year,graduate,hot,5.65,7.44,68,0,none
15321,20,female,nursing,1st year,post graduate,cloudy,0.43,9.03,68,0,festival
15322,18,female,nursing,4th year,graduate,cold,2.8,6.28,85,1,none
15323,24,male,b.com,3rd year,no formal,sunny,1.88,9.2,69,1,none
15324,24,female,b.tech,3rd year,graduate,hot,0.86,8.77,11,0,sick
15325,22,male,pharmacy,2nd year,post graduate,hot,1.07,4.73,11,1,none
15328,20,male,nursing,3rd year,post graduate,rainy,5.9,6.21,73,0,travel
15329,18,male,ba,1st year,phd,cold,5.08,9.48,82,0,personal work
15331,20,male,pharmacy,1st year,no formal,cloudy,0.87,6.19,56,1,none
15332,23,male,diploma,3rd year,no formal,rainy,0.33,9.61,5,1,none
15333,23,female,bca,1st year,no formal,cloudy,3.3,9.76,45,0,no reason
15335,19,female,pharmacy,2nd year,graduate,rainy,4.74,8.92,41,1,none
15336,20,male,ba,2nd year,graduate,hot,4.63,5.88,72,0,travel
15337,22,female,bca,3rd year,graduate,rainy,4.18,7.58,12,0,no reason
15338,22,female,bca,4th year,graduate,cold,1.02,6.87,24,0,festival
15339,21,female,b.com,3rd year,phd,cold,1.01,7.78,83,0,none
15340,21,female,bca,3rd year,high school,cloudy,3.3,8.3,69,1,none
15341,24,female,ba,1st year,high school,rainy,0.78,8.07,49,1,none
15342,19,female,ba,4th year,no formal,sunny,4.62,6.0,8,1,none
15343,18,female,nursing,3rd year,graduate,sunny,5.9,8.77,29,1,none
15344,23,female,diploma,1st year,high school,cloudy,0.46,6.03,10,1,none
15345,24,female,bba,2nd year,high school,sunny,0.48,7.36,29,1,none
15347,20,male,diploma,4th year,phd,cold,5.21,4.62,85,1,none
15350,17,female,diploma,2nd year,high school,cloudy,0.87,9.09,84,0,none
15351,21,male,ba,3rd year,phd,sunny,0.88,8.11,79,0,festival
15352,19,female,diploma,4th year,high school,rainy,2.0,9.03,27,0,festival
15354,21,male,diploma,4th year,phd,sunny,1.87,5.26,17,1,none
15355,24,female,pharmacy,3rd year,no formal,sunny,1.16,8.72,76,1,none
15357,24,female,b.com,2nd year,post graduate,cloudy,4.16,5.01,68,1,none
15358,21,male,b.tech,2nd year,graduate,cold,3.32,4.54,71,0,project work
15359,24,female,b.sc,1st year,high school,hot,4.37,6.3,49,1,none
15360,20,male,ba,3rd year,graduate,sunny,2.41,8.47,72,0,festival
15362,22,female,ba,4th year,post graduate,hot,3.65,8.05,30,1,none
15363,22,female,b.sc,4th year,graduate,rainy,3.79,6.69,63,0,festival
15365,20,female,nursing,3rd year,phd,cold,1.09,9.43,42,0,no reason
15366,21,male,diploma,1st year,no formal,sunny,3.03,6.96,42,1,none
15368,23,female,bca,4th year,post graduate,hot,4.3,4.65,56,1,none
15369,17,female,b.com,3rd year,high school,rainy,3.97,5.45,27,1,none
15370,22,male,bba,4th year,no formal,cloudy,3.32,9.2,12,0,personal work
15371,23,female,diploma,1st year,graduate,hot,3.27,5.18,83,1,none
15372,22,female,bba,4th year,no formal,cold,4.08,4.24,68,0,none
15373,20,male,nursing,2nd year,graduate,hot,3.45,4.6,8,1,none
15374,19,female,bba,1st year,no formal,sunny,0.64,6.56,46,1,none
15375,22,male,ba,3rd year,no formal,sunny,2.39,4.94,74,1,none
15376,22,female,pharmacy,3rd year,post graduate,rainy,2.94,9.35,62,0,no reason
15379,19,male,bba,4th year,no formal,cold,0.72,5.06,46,0,no reason
15380,17,male,diploma,1st year,graduate,cold,1.01,9.63,86,1,none
15381,17,male,b.com,1st year,graduate,hot,5.93,7.43,31,0,festival
15382,17,female,diploma,4th year,graduate,sunny,1.97,5.83,77,0,festival
15383,20,male,pharmacy,3rd year,post graduate,hot,5.22,6.3,57,1,none
15384,21,male,b.com,2nd year,post graduate,cloudy,4.95,7.8,55,0,travel
15387,18,female,pharmacy,4th year,high school,sunny,4.98,5.7,55,1,none
15389,18,female,bca,4th year,phd,rainy,1.12,4.58,65,0,personal work
15390,19,female,b.tech,2nd year,no formal,rainy,1.63,4.51,12,0,no reason
15392,19,male,b.sc,2nd year,post graduate,hot,5.34,6.98,72,1,none
15393,19,female,b.sc,2nd year,no formal,cold,1.39,7.13,21,0,sick
15394,22,male,diploma,3rd year,phd,hot,2.58,5.18,32,1,none
15398,18,female,nursing,1st year,post graduate,cloudy,4.1,9.08,68,1,none
15399,21,female,nursing,1st year,graduate,hot,1.25,7.82,84,1,none
15400,24,male,bba,2nd year,post graduate,sunny,3.4,9.62,16,1,none
15404,24,female,ba,4th year,no formal,hot,3.14,5.45,88,1,none
15405,21,male,bca,2nd year,graduate,rainy,2.31,7.19,39,0,project work
15406,24,female,nursing,4th year,post graduate,cold,4.09,5.59,81,1,none
15407,22,male,ba,4th year,phd,cloudy,2.86,5.31,48,1,none
15408,17,male,b.com,3rd year,no formal,cold,4.47,9.41,8,1,none
15411,21,female,bba,1st year,no formal,cold,2.94,4.5,30,0,festival
15412,18,female,b.com,1st year,high school,cold,1.67,7.55,64,1,none
15413,18,female,diploma,2nd year,post graduate,sunny,4.33,9.6,18,1,none
15414,22,male,bca,3rd year,no formal,cold,0.18,6.5,20,0,project work
15415,20,male,bba,2nd year,high school,hot,5.1,5.71,87,0,none
15416,21,male,bca,3rd year,graduate,sunny,5.2,4.89,71,0,travel
15418,19,female,b.sc,1st year,no formal,cloudy,2.05,9.02,12,1,none
15420,17,male,diploma,2nd year,no formal,rainy,5.1,8.87,62,0,sick
15423,23,female,ba,1st year,post graduate,sunny,3.21,8.71,25,1,none
15424,22,male,bba,4th year,phd,cold,2.51,7.61,37,0,sick
15427,18,female,nursing,3rd year,no formal,hot,1.82,7.53,28,1,none
15428,18,male,b.sc,4th year,phd,cloudy,4.57,8.29,63,1,none
15429,19,female,b.com,1st year,graduate,cloudy,1.23,7.04,64,0,project work
15430,23,female,bba,3rd year,no formal,rainy,1.71,4.28,10,1,none
15433,21,female,pharmacy,2nd year,graduate,hot,0.07,7.57,27,0,travel
15434,18,male,nursing,2nd year,no formal,cold,0.97,8.28,74,1,none
15435,23,female,diploma,3rd year,post graduate,cold,3.54,5.8,26,1,none
15437,23,male,b.tech,3rd year,post graduate,sunny,5.34,7.61,74,1,none
15439,20,female,bca,4th year,post graduate,cloudy,3.36,7.9,58,0,project work
15442,21,male,b.tech,4th year,phd,cloudy,5.36,9.93,62,0,personal work
15443,23,male,bca,4th year,graduate,sunny,5.14,7.4,35,0,none
15446,21,female,ba,4th year,phd,hot,0.52,9.91,74,1,none
15447,20,male,b.sc,2nd year,graduate,hot,4.46,9.42,45,1,none
15448,23,male,pharmacy,3rd year,high school,sunny,3.62,8.0,15,1,none
15449,23,male,nursing,3rd year,high school,cold,5.52,6.19,81,1,none
15450,24,female,pharmacy,3rd year,graduate,hot,0.53,6.17,62,0,project work
15452,24,male,b.com,1st year,no formal,cloudy,2.7,7.91,6,1,none
15453,17,male,pharmacy,1st year,no formal,rainy,1.01,5.34,37,1,none
15454,19,male,b.com,3rd year,high school,sunny,2.58,9.26,39,1,none
15456,24,female,b.sc,2nd year,post graduate,hot,0.6,6.9,46,0,festival
15458,19,male,b.sc,4th year,graduate,sunny,2.95,6.49,33,0,project work
15459,18,female,b.tech,3rd year,graduate,hot,3.87,9.24,84,1,none
15460,23,female,nursing,1st year,post graduate,cold,3.92,4.69,55,0,project work
15461,22,female,nursing,4th year,no formal,cold,5.64,6.23,85,1,none
15462,23,female,nursing,4th year,post graduate,rainy,0.18,7.97,63,0,personal work
15463,20,male,nursing,3rd year,graduate,rainy,1.8,7.75,29,0,sick
15464,18,male,b.sc,3rd year,phd,sunny,3.79,4.2,20,0,none
15466,21,female,diploma,3rd year,graduate,rainy,0.46,5.3,47,0,personal work
15467,18,male,b.com,2nd year,phd,hot,2.05,8.03,18,0,travel
15468,17,female,nursing,3rd year,phd,cloudy,3.29,7.48,74,0,none
15470,21,female,pharmacy,4th year,post graduate,sunny,5.5,4.98,29,0,travel
15472,21,male,nursing,3rd year,post graduate,hot,3.32,4.21,49,0,sick
15473,22,male,bca,4th year,post graduate,rainy,1.14,6.27,22,1,none
15474,17,female,b.tech,2nd year,graduate,hot,2.94,6.51,66,0,none
15477,17,female,pharmacy,4th year,graduate,cold,2.09,9.12,33,0,travel
15478,17,male,b.com,2nd year,graduate,sunny,1.62,4.61,38,0,sick
15479,20,female,diploma,3rd year,post graduate,hot,0.55,6.01,18,0,none
15480,21,male,b.com,1st year,phd,rainy,2.91,7.26,36,0,travel
15481,21,male,ba,4th year,high school,sunny,4.15,9.88,21,1,none
15482,23,male,bca,2nd year,phd,sunny,0.05,6.82,69,0,no reason
15484,21,female,bca,2nd year,post graduate,sunny,2.17,7.25,55,1,none
15485,23,male,b.tech,2nd year,graduate,cloudy,1.56,8.14,84,0,project work
15486,22,female,b.com,1st year,post graduate,cloudy,5.93,8.22,13,1,none
15489,23,female,nursing,3rd year,graduate,rainy,5.46,8.84,17,1,none
15490,22,male,pharmacy,2nd year,post graduate,rainy,4.1,6.55,48,1,none
15491,21,female,ba,3rd year,high school,hot,4.29,9.24,23,1,none
15492,17,female,b.com,1st year,high school,cold,2.63,5.57,68,1,none
15494,23,female,bca,1st year,high school,hot,5.36,7.45,65,0,travel
15496,17,female,ba,2nd year,no formal,cloudy,0.7,8.1,81,0,travel
15497,19,female,b.sc,4th year,high school,sunny,0.74,9.59,47,1,none
15498,21,male,ba,3rd year,graduate,rainy,5.93,5.05,45,1,none
15499,23,female,pharmacy,4th year,graduate,hot,4.75,9.84,45,1,none
15500,20,male,ba,3rd year,post graduate,cloudy,3.37,7.83,46,0,project work
15501,23,female,diploma,4th year,high school,cold,3.76,7.33,35,1,none
15503,19,female,ba,3rd year,graduate,sunny,4.31,6.34,12,1,none
15504,18,female,bca,3rd year,graduate,hot,5.19,5.5,72,0,personal work
15506,21,male,ba,4th year,post graduate,cold,0.88,9.65,18,1,none
15507,23,male,b.sc,4th year,post graduate,hot,5.88,8.96,83,1,none
15508,24,female,b.sc,3rd year,no formal,rainy,5.78,7.46,51,0,none
15509,20,female,diploma,2nd year,no formal,cloudy,4.51,5.59,58,1,none
15510,17,female,b.sc,2nd year,post graduate,rainy,0.29,5.24,30,1,none
15512,21,female,bca,1st year,phd,rainy,0.79,6.22,14,0,none
15513,17,female,ba,1st year,phd,sunny,4.13,8.75,73,1,none
15514,21,female,b.sc,2nd year,graduate,cloudy,0.33,9.15,76,1,none
15517,19,male,bca,2nd year,phd,cloudy,3.26,5.96,29,0,travel
15518,20,male,bba,1st year,no formal,cloudy,1.33,9.04,81,1,none
15519,21,male,nursing,3rd year,graduate,hot,2.33,7.95,72,0,personal work
15520,23,female,pharmacy,4th year,phd,sunny,3.5,6.39,61,0,project work
15521,19,female,b.tech,4th year,high school,sunny,0.74,9.01,76,1,none
15522,22,male,b.tech,3rd year,phd,rainy,1.18,7.98,89,0,project work
15523,24,female,b.com,1st year,phd,sunny,4.06,6.39,44,1,none
15524,22,female,b.com,3rd year,post graduate,sunny,5.17,8.04,15,0,project work
15526,22,female,bba,4th year,no formal,hot,5.28,8.95,49,1,none
15527,19,female,nursing,4th year,phd,sunny,1.99,9.91,63,0,project work
15528,20,female,diploma,3rd year,phd,hot,5.31,8.66,38,1,none
15529,22,male,diploma,1st year,graduate,cold,2.19,8.52,70,1,none
15530,19,female,pharmacy,2nd year,high school,cloudy,2.64,6.24,56,0,no reason
15531,17,male,bca,3rd year,graduate,sunny,0.7,5.74,19,0,sick
15532,23,male,diploma,4th year,phd,sunny,3.14,9.65,24,1,none
15533,22,female,b.com,4th year,no formal,sunny,5.75,9.76,70,1,none
15534,17,female,b.com,1st year,graduate,cold,1.92,7.22,9,1,none
15535,20,female,bca,3rd year,no formal,cold,4.13,4.84,10,1,none
15537,24,male,b.tech,1st year,post graduate,sunny,4.06,4.22,72,1,none
15539,22,female,b.sc,3rd year,phd,rainy,5.9,4.47,18,1,none
15543,17,female,b.tech,2nd year,no formal,rainy,1.67,7.34,68,1,none
15544,23,female,bca,3rd year,phd,cloudy,3.79,9.2,74,1,none
15545,17,female,b.com,3rd year,high school,rainy,0.14,4.62,36,0,travel
15547,24,male,b.sc,2nd year,no formal,hot,4.27,5.24,9,1,none
15550,24,male,diploma,1st year,phd,rainy,1.02,8.47,45,1,none
15551,20,male,nursing,1st year,no formal,cold,3.27,7.32,43,0,project work
15552,20,male,bba,2nd year,graduate,hot,1.55,7.81,18,1,none
15553,18,female,pharmacy,2nd year,no formal,sunny,4.3,9.44,55,1,none
15554,20,male,nursing,1st year,phd,sunny,0.47,9.74,27,0,personal work
15555,23,male,b.sc,1st year,graduate,cloudy,1.31,9.04,36,1,none
15556,22,male,diploma,3rd year,high school,rainy,3.55,7.66,28,1,none
15557,18,male,b.com,4th year,graduate,hot,1.02,6.79,74,1,none
15558,21,female,pharmacy,1st year,high school,sunny,1.53,9.53,82,0,festival
15559,22,male,nursing,3rd year,post graduate,hot,4.05,6.6,70,0,festival
15560,17,female,b.tech,2nd year,high school,rainy,2.87,5.4,34,1,none
15561,23,male,b.sc,1st year,high school,rainy,1.93,6.31,33,1,none
15562,18,male,ba,3rd year,post graduate,hot,0.44,7.98,27,1,none
15565,21,male,b.tech,4th year,graduate,cold,0.49,7.13,58,1,none
15566,24,male,bca,2nd year,high school,cold,0.64,7.24,47,1,none
15569,20,female,b.com,3rd year,no formal,sunny,5.57,5.46,7,1,none
15571,24,male,diploma,3rd year,graduate,hot,2.55,7.59,67,1,none
15572,20,female,diploma,2nd year,graduate,rainy,4.56,5.73,47,1,none
15573,22,female,bba,4th year,graduate,hot,1.84,8.88,60,1,none
15575,23,male,b.sc,3rd year,graduate,cloudy,1.38,9.84,25,0,travel
15576,22,female,b.sc,4th year,no formal,cold,5.04,6.18,73,1,none
15578,24,male,pharmacy,3rd year,no formal,cold,1.89,8.07,69,0,festival
15579,18,male,bba,1st year,no formal,rainy,4.48,6.81,66,0,project work
15582,17,female,b.com,3rd year,high school,rainy,2.99,9.5,82,0,festival
15583,21,male,bba,1st year,post graduate,cloudy,3.59,4.67,74,0,travel
15584,23,female,diploma,2nd year,graduate,sunny,1.91,7.65,51,0,festival
15585,18,male,b.sc,2nd year,post graduate,hot,5.07,4.48,59,0,none
15586,23,female,ba,2nd year,high school,rainy,1.32,5.32,69,0,personal work
15587,20,male,bba,3rd year,no formal,hot,1.18,5.26,6,0,personal work
15590,18,female,ba,2nd year,phd,rainy,4.36,7.09,81,1,none
15591,22,female,nursing,4th year,phd,rainy,1.04,9.38,17,1,none
15592,17,male,ba,2nd year,no formal,hot,0.53,5.91,35,0,sick
15594,24,male,diploma,4th year,graduate,cold,2.17,8.74,19,0,personal work
15595,24,female,b.sc,2nd year,no formal,hot,4.83,5.64,59,1,none
15597,20,male,bca,3rd year,high school,cloudy,2.53,4.21,86,0,none
15598,17,male,bca,2nd year,phd,rainy,3.58,7.44,63,0,no reason
15600,24,female,b.tech,2nd year,no formal,rainy,5.04,4.42,73,0,festival
15601,18,female,b.com,4th year,no formal,cold,1.5,8.05,43,1,none
15602,22,female,nursing,3rd year,post graduate,cloudy,0.1,5.63,16,1,none
15604,24,female,ba,1st year,phd,hot,5.02,7.59,39,1,none
15605,19,female,bba,3rd year,post graduate,cloudy,4.16,6.63,23,0,travel
15606,22,female,bca,2nd year,graduate,cold,0.15,6.9,86,0,none
15608,17,female,bba,3rd year,no formal,cold,4.86,9.12,44,1,none
15609,18,male,bba,2nd year,phd,cold,2.56,6.9,86,0,project work
15610,22,female,b.com,4th year,post graduate,hot,2.36,6.73,72,1,none
15612,21,male,diploma,2nd year,high school,hot,5.55,6.25,38,0,travel
15613,23,male,diploma,2nd year,phd,sunny,2.18,6.91,20,0,none
15616,19,male,bca,1st year,high school,cloudy,4.07,4.06,64,0,personal work
15617,24,male,diploma,4th year,graduate,hot,1.22,4.16,61,1,none
15622,23,female,bba,3rd year,post graduate,sunny,0.16,6.11,11,1,none
15624,22,female,pharmacy,4th year,no formal,cloudy,1.8,9.3,51,1,none
15625,22,female,bba,3rd year,high school,rainy,1.69,5.55,46,0,festival
15626,21,female,bba,1st year,post graduate,cloudy,1.54,4.86,80,1,none
15627,19,female,bba,3rd year,post graduate,cloudy,3.31,6.42,57,0,travel
15628,23,female,diploma,4th year,phd,cold,2.05,7.5,88,0,travel
15631,19,female,b.tech,2nd year,high school,sunny,3.29,9.58,11,1,none
15632,17,male,b.tech,3rd year,phd,cold,3.99,9.06,48,1,none
15633,21,female,bba,1st year,no formal,hot,0.82,4.23,24,0,project work
15634,19,male,nursing,3rd year,post graduate,cold,0.49,4.16,62,0,none
15635,22,male,b.tech,1st year,no formal,cold,5.26,8.45,52,1,none
15637,24,female,ba,3rd year,no formal,sunny,2.45,4.11,14,1,none
15639,20,female,ba,2nd year,graduate,cloudy,3.56,7.88,69,0,sick
15640,22,female,bca,3rd year,high school,sunny,5.72,5.16,31,1,none
15641,22,female,bca,4th year,no formal,hot,5.22,6.51,82,0,festival
15643,21,male,pharmacy,3rd year,no formal,hot,4.67,7.69,25,0,festival
15644,24,female,b.tech,3rd year,post graduate,cloudy,0.79,7.03,88,0,festival
15645,19,female,nursing,2nd year,phd,cold,2.57,6.21,28,0,none
15646,20,female,b.tech,4th year,high school,hot,2.71,7.98,76,0,sick
15648,21,male,diploma,1st year,post graduate,rainy,3.03,5.36,36,0,none
15649,24,female,pharmacy,4th year,phd,cloudy,5.6,8.45,65,0,festival
15650,21,female,b.tech,1st year,high school,cold,1.07,6.02,43,0,none
15652,24,male,pharmacy,2nd year,no formal,sunny,3.79,8.52,49,1,none
15653,23,male,b.com,3rd year,high school,cloudy,4.02,4.53,9,1,none
15654,20,male,ba,4th year,phd,sunny,1.15,9.22,87,0,none
15655,18,female,b.com,1st year,post graduate,hot,0.47,6.55,27,0,travel
15656,20,male,b.sc,1st year,high school,rainy,3.06,8.24,12,0,festival
15657,23,female,b.tech,3rd year,phd,rainy,1.37,6.03,12,1,none
15658,21,male,b.sc,4th year,post graduate,cold,0.14,5.07,57,0,festival
15659,18,female,nursing,1st year,post graduate,sunny,1.45,7.03,5,1,none
15660,18,female,b.tech,2nd year,no formal,hot,2.69,8.62,89,1,none
15662,20,male,b.sc,1st year,no formal,rainy,2.51,9.11,26,0,no reason
15663,22,male,bca,4th year,no formal,rainy,1.3,9.7,29,0,no reason
15664,19,male,b.com,3rd year,post graduate,cold,3.5,6.72,51,0,travel
15665,17,female,pharmacy,3rd year,high school,hot,1.93,4.77,66,1,none
15667,22,male,diploma,1st year,phd,cloudy,5.15,5.1,66,1,none
15668,19,male,pharmacy,1st year,graduate,sunny,2.82,8.74,51,0,personal work
15669,21,female,ba,1st year,graduate,sunny,1.07,5.5,57,0,none
15672,19,female,nursing,4th year,no formal,sunny,0.09,8.31,89,0,none
15673,19,male,pharmacy,1st year,no formal,sunny,4.64,4.9,9,1,none
15674,19,female,bba,1st year,graduate,hot,0.91,4.65,15,1,none
15675,22,female,diploma,3rd year,post graduate,cloudy,5.07,6.84,64,1,none
15676,19,female,diploma,4th year,no formal,cold,5.9,9.52,21,1,none
15677,22,female,ba,4th year,no formal,rainy,5.19,7.88,40,0,travel
15678,19,female,b.tech,3rd year,high school,cloudy,5.93,6.73,27,0,none
15680,24,male,pharmacy,2nd year,graduate,rainy,1.45,5.91,22,0,project work
15681,24,male,nursing,3rd year,no formal,hot,1.14,5.37,61,0,personal work
15682,20,male,b.tech,4th year,post graduate,cold,4.28,6.29,6,1,none
15683,19,female,nursing,1st year,high school,cloudy,1.06,4.72,17,1,none
15684,22,female,nursing,4th year,no formal,sunny,1.95,4.1,62,0,no reason
15686,20,female,bba,1st year,phd,cloudy,3.15,4.97,23,1,none
15687,21,female,pharmacy,1st year,no formal,cold,3.06,8.49,59,0,no reason
15691,19,female,pharmacy,2nd year,no formal,hot,5.57,9.68,31,0,travel
15692,17,male,pharmacy,1st year,post graduate,cold,0.79,8.05,31,1,none
15694,24,female,bca,1st year,post graduate,sunny,0.76,8.54,85,0,festival
15695,19,male,diploma,3rd year,graduate,rainy,1.14,4.26,71,0,travel
15696,20,female,b.com,2nd year,graduate,cold,0.9,7.55,36,0,festival
15697,18,male,pharmacy,4th year,high school,cold,0.45,4.31,27,1,none
15699,22,female,nursing,3rd year,post graduate,cold,1.33,4.65,42,1,none
15701,21,female,b.com,4th year,graduate,cold,2.62,9.42,46,1,none
15702,22,male,nursing,3rd year,post graduate,cold,3.4,7.47,34,1,none
15703,23,female,nursing,3rd year,no formal,cloudy,1.48,5.04,65,0,festival
15704,18,female,bba,2nd year,no formal,rainy,0.38,9.09,81,0,travel
